,Unnamed: 0,Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Historisk plats,Förvärvsnummer,Omnämns i katalog,Förvärvsmetod,Fyndplats,Arkeologisk kontext,Kontextnamn,Undersökare,Undersökningsår,Antal fragment,Föremålsbenämning_Translated,Föremålsnr._Translated,Andra nummer_Translated,Material_Translated,Plats_Translated,Fornlämning_Translated,Socken_Translated,Landskap_Translated
154,154,Spjut,452182_HST,34000.0,Undernummer: Bj 735,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,735,Historiska museet,Spjut - 155,https://samlingar.shm.se/object/4C207BB2-2213-43E6-AC19-018032C4A61E,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,452182_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 735",Bj 735,"Stolpe, Hjalmar",1879,,Spjut,452182_HST,Undernummer: Bj 735,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
155,155,Pil,452367_HST,34000.0,Undernummer: Bj 496,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,496,Historiska museet,Pil - 156,https://samlingar.shm.se/object/D85A021F-C0D9-4851-8841-3096A2D871D6,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,452367_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 496",Bj 496,"Stolpe, Hjalmar",1876,,Pil,452367_HST,Undernummer: Bj 496,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
156,156,Pil,451472_HST,34000.0,Undernummer: Bj 306b,Järn,"Björkö, Kvarnbacka",L2017:2006,Adelsö socken,Uppland,Sverige,Brandgrav,306B,Historiska museet,Pil - 157,https://samlingar.shm.se/object/D57E0228-3A42-49A8-8D78-89FFBAFEB894,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,451472_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Kvarnbacka, Fornlämning: L2017:2006, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav: 306B",Bj 306B,"Stolpe, Hjalmar",1876,,Pil,451472_HST,Undernummer: Bj 306b,Järn,"Björkö, Kvarnbacka",L2017:2006,Adelsö socken,Uppland
157,157,Ringväv,449552_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Ringväv - 158,https://samlingar.shm.se/object/4579FC9E-EA3D-44C7-A66A-8A29465BB1ED,Vapen och rustningar  Arkeologisk samling,,3,800 – 1100,Vikingatid,449552_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,Ringväv,449552_HST,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
158,158,Svärd,454496_HST,14065.0,FID: 454496,"Järn, Vitmetall, Guld",Kulstäde,,Vall socken,Gotland,Sverige,Stenröse,,Historiska museet,Svärd - 159,https://samlingar.shm.se/object/F6D060F3-4A53-4527-B5CA-4270743A3EFA,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,454496_HST,,14065,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=14065,,"Plats: Kulstäde, Socken: Vall socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Stenröse,,,,,Svärd,454496_HST,FID: 454496,"Järn, Vitmetall, Guld",Kulstäde,nan,Vall socken,Gotland
159,159,Lamellpansar,449254_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Lamellpansar - 160,https://samlingar.shm.se/object/BE896745-3C9D-4DE4-B34F-338C3E80EC64,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,449254_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,1,Lamellpansar,449254_HST,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
160,160,Lamellpansar,449464_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Lamellpansar - 161,https://samlingar.shm.se/object/6DDA1284-107D-4ECE-BA3B-C858E7B1E5D1,Vapen och rustningar  Arkeologisk samling,,7,800 – 1100,Vikingatid,449464_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,Lamellpansar,449464_HST,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
161,161,Lamellpansar,449497_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Lamellpansar - 162,https://samlingar.shm.se/object/161CBBA5-A727-4667-BE34-A82D829D533D,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,449497_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,1,Lamellpansar,449497_HST,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
162,162,Tveeggat svärd,449561_HST,11106.0,Undernummer: 2:14,Järn,Broa,L1976:1548,Halla socken,Gotland,Sverige,Flatmarksgrav,B,Historiska museet,Tveeggat svärd - 163,https://samlingar.shm.se/object/3F311C5C-3173-422B-BDE4-35C0C618E1D8,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,449561_HST,,11106,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=11106,,"Plats: Broa, Fornlämning: L1976:1548, Socken: Halla socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Flatmarksgrav: B,,,,3,Tveeggat svärd,449561_HST,Undernummer: 2:14,Järn,Broa,L1976:1548,Halla socken,Gotland
163,163,Tveeggat svärd,449563_HST,11106.0,Undernummer: 2:14,Järn,Broa,L1976:1548,Halla socken,Gotland,Sverige,Flatmarksgrav,B,Historiska museet,Tveeggat svärd - 164,https://samlingar.shm.se/object/70EF8E19-7B93-4993-9120-AF296A3AC0DB,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,449563_HST,,11106,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=11106,,"Plats: Broa, Fornlämning: L1976:1548, Socken: Halla socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Flatmarksgrav: B,,,,,Tveeggat svärd,449563_HST,Undernummer: 2:14,Järn,Broa,L1976:1548,Halla socken,Gotland
164,164,Spjut,451979_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Spjut - 165,https://samlingar.shm.se/object/4C3760A8-B47B-4B1C-A83B-E787B82D6BB5,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,451979_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,Spjut,451979_HST,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
165,165,Spjut,452154_HST,34000.0,Undernummer: Bj 624,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,624,Historiska museet,Spjut - 166,https://samlingar.shm.se/object/AA9670E7-5DF7-490B-9641-5EB489715817,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,452154_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 624",Bj 624,"Stolpe, Hjalmar",1878,,Spjut,452154_HST,Undernummer: Bj 624,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
166,166,Spjut,452562_HST,34000.0,Undernummer: Bj 942,"Järn, Mässing","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,942,Historiska museet,Spjut - 167,https://samlingar.shm.se/object/2F0C016C-2233-4C8C-B0AE-1F3F68E71B41,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,452562_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 942",Bj 942,"Stolpe, Hjalmar",,1,Spjut,452562_HST,Undernummer: Bj 942,"Järn, Mässing","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
167,167,Spjut,450232_HST,34000.0,Undernummer: Bj 644,"Järn, Silver, Koppar, Trä","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,644,Historiska museet,Spjut - 168,https://samlingar.shm.se/object/C18D876F-57B8-4E94-AC99-58AFCAADA0F0,Vapen och rustningar  Arkeologisk samling,Vikt 149 g  Längd 355 mm  Bredd 10 mm,1,800 – 1100,Vikingatid,450232_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 644",Bj 644,"Stolpe, Hjalmar",1878,,Spjut,450232_HST,Undernummer: Bj 644,"Järn, Silver, Koppar, Trä","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
168,168,Rundsköld,450265_HST,34000.0,Undernummer: Bj 644,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,644,Historiska museet,Rundsköld - 169,https://samlingar.shm.se/object/88F660C2-5956-4A9A-AD7A-FF52F0315F90,Vapen och rustningar  Arkeologisk samling,Vikt 279.5 g  Diameter 140 mm  Höjd 41 mm,1,800 – 1100,Vikingatid,450265_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 644",Bj 644,"Stolpe, Hjalmar",1878,8,Rundsköld,450265_HST,Undernummer: Bj 644,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
169,169,Svärd,447688_HST,11106.0,Undernummer: 16,Järn,Broa,L1976:1548,Halla socken,Gotland,Sverige,Grav,N,Historiska museet,Svärd - 170,https://samlingar.shm.se/object/4A1840E0-E03E-46C4-9164-9C4E7241E8BC,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,447688_HST,,11106,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=11106,,"Plats: Broa, Fornlämning: L1976:1548, Socken: Halla socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Grav: N,,,,3,Svärd,447688_HST,Undernummer: 16,Järn,Broa,L1976:1548,Halla socken,Gotland
170,170,svärdsskida,456477_HST,34000.0,Undernummer: Bj 596,Brons,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,svärdsskida - 171,https://samlingar.shm.se/object/C49B11C5-6DC8-400B-AE1F-C8F911348BCF,Vapen och rustningar  Arkeologisk samling,,,800 – 1100,Vikingatid,456477_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,1,svärdsskida,456477_HST,Undernummer: Bj 596,Brons,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
171,171,Timglaskoger,449193_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Timglaskoger - 172,https://samlingar.shm.se/object/2793FDB9-1747-4A83-8093-47CC129A918A,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,449193_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,Timglaskoger,449193_HST,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
172,172,Lamellpansar,449387_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Lamellpansar - 173,https://samlingar.shm.se/object/268236B6-81B1-4A5D-BFFD-E0DC0F7F9C65,Vapen och rustningar  Arkeologisk samling,,,800 – 1100,Vikingatid,449387_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,69,Lamellpansar,449387_HST,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
173,173,Lamellpansar,449454_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Lamellpansar - 174,https://samlingar.shm.se/object/A3C60913-46C3-4038-8A13-BEEC30E78381,Vapen och rustningar  Arkeologisk samling,,2,800 – 1100,Vikingatid,449454_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,Lamellpansar,449454_HST,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
174,174,Lamellpansar,449455_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Lamellpansar - 175,https://samlingar.shm.se/object/52227188-7F8E-438D-96D5-A7A0440840F4,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,449455_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,Lamellpansar,449455_HST,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
175,175,Tångepilspets typ A1,449489_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596,Historiska museet,Tångepilspets typ A1 - 176,https://samlingar.shm.se/object/80AE3C78-CBDC-4B68-918E-90A573318FD9,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,449489_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596,,"Stolpe, Hjalmar",,,Tångepilspets typ A1,449489_HST,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
176,176,Bredyxa,417454_HST,18133.0,FID: 417454,"Järn, Trä",Korsviken,,Gryta socken,Uppland,Sverige,,,Historiska museet,Bredyxa - 177,https://samlingar.shm.se/object/F3C1D245-C7D9-4404-A3B8-6B60F5BA314E,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,,1,800 – 1100,Vikingatid,417454_HST,,18133,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18133,,"Plats: Korsviken, Socken: Gryta socken, Kommun: Enköping kommun, Landskap: Uppland, Land: Sverige",,,,,,Bredyxa,417454_HST,FID: 417454,"Järn, Trä",Korsviken,nan,Gryta socken,Uppland
177,177,bågfodralsbeslag,417572_HST,34000.0,Undernummer: Bj 1125B,"Brons, Läder","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,1125B,Historiska museet,bågfodralsbeslag - 178,https://samlingar.shm.se/object/736E1B81-B741-43BB-93C0-19A65EC97646,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,417572_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 1125B",Bj 1125B,"Stolpe, Hjalmar",1888,1,bågfodralsbeslag,417572_HST,Undernummer: Bj 1125B,"Brons, Läder","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
178,178,Ringväv,429734_HST,21064.0,Undernummer: 222,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,,,Historiska museet,Ringväv - 179,https://samlingar.shm.se/object/E47AC596-956F-416C-82AF-F407C02DF7B0,Vapen och rustningar  Arkeologisk samling,,2,800 – 1100,Vikingatid,429734_HST,"Birka, Adelsö socken",21064,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21064,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,"Arbman, Holger  Arwidsson, Greta  Arbman, Holger",,3,Ringväv,429734_HST,Undernummer: 222,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
179,179,Pil,448455_HST,17343.0,Undernummer: 1679,Järn,Saivo,,Gällivare socken,Lappland,Sverige,,,Historiska museet,Pil - 180,https://samlingar.shm.se/object/C8A87D01-8212-496B-A57F-C9B57ECB4087,Vapen och rustningar  Arkeologisk samling,,5,800 – 1250,Vikingatid  Tidig medeltid,448455_HST,,17343,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17343,,"Plats: Saivo, Socken: Gällivare socken, Kommun: Gällivare kommun, Landskap: Lappland, Land: Sverige",,,,,,Pil,448455_HST,Undernummer: 1679,Järn,Saivo,nan,Gällivare socken,Lappland
180,180,Pil,448456_HST,17343.0,Undernummer: 1679,Järn,Saivo,,Gällivare socken,Lappland,Sverige,,,Historiska museet,Pil - 181,https://samlingar.shm.se/object/33C0745F-B0D4-4BFB-8249-C5EE4F181274,Vapen och rustningar  Arkeologisk samling,,3,800 – 1250,Vikingatid  Tidig medeltid,448456_HST,,17343,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17343,,"Plats: Saivo, Socken: Gällivare socken, Kommun: Gällivare kommun, Landskap: Lappland, Land: Sverige",,,,,,Pil,448456_HST,Undernummer: 1679,Järn,Saivo,nan,Gällivare socken,Lappland
181,181,Pil,448458_HST,17343.0,Undernummer: 1677,Järn,,,Gällivare socken,Lappland,Sverige,,,Historiska museet,Pil - 182,https://samlingar.shm.se/object/47EDC9F6-8F0D-4EBA-A163-604C42B12E48,Vapen och rustningar  Arkeologisk samling,,2,800 – 1250,Vikingatid  Tidig medeltid,448458_HST,,17343,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17343,,"Socken: Gällivare socken, Kommun: Gällivare kommun, Landskap: Lappland, Land: Sverige",,,,,,Pil,448458_HST,Undernummer: 1677,Järn,nan,nan,Gällivare socken,Lappland
182,182,Spjut,469855_HST,34000.0,Undernummer: Bj 725,"Järn, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,725,Historiska museet,Spjut - 183,https://samlingar.shm.se/object/C4B181F6-E6D4-49B1-BB24-818566A70E9E,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,469855_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Hög: 725",Bj 725,"Stolpe, Hjalmar",1879,,Spjut,469855_HST,Undernummer: Bj 725,"Järn, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
